Gene stable ID,Interpro ID,Interpro Description
WBGene00044354,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00044354,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00044355,IPR009283,Apyrase
WBGene00044355,IPR036258,Apyrase superfamily
WBGene00044356,,
WBGene00044357,,
WBGene00044358,,
WBGene00044359,,
WBGene00044360,,
WBGene00044361,IPR013087,Zinc finger C2H2-type
WBGene00044362,IPR008775,Phytanoyl-CoA dioxygenase
WBGene00044362,,
WBGene00044363,IPR007767,Protein of unknown function DUF684
WBGene00044364,,
WBGene00044365,,
WBGene00044366,,
WBGene00044367,,
WBGene00044368,,
WBGene00044369,IPR000494,Receptor L-domain
WBGene00044370,,
WBGene00044371,,
WBGene00044372,,
WBGene00044373,,
WBGene00044374,,
WBGene00044375,,
WBGene00044376,,
WBGene00044377,,
WBGene00044378,,
WBGene00044379,IPR008999,Actin-crosslinking
WBGene00044380,,
WBGene00044381,,
WBGene00044382,,
WBGene00044383,IPR001503,Glycosyl transferase family 10
WBGene00044383,IPR009497,"Regulator protein, PHA-1"
WBGene00044384,IPR039962,Uncharacterized protein ZC21.8
WBGene00044385,,
WBGene00044386,IPR013087,Zinc finger C2H2-type
WBGene00044386,IPR036236,Zinc finger C2H2 superfamily
WBGene00044387,IPR031424,Protein quiver
WBGene00044388,IPR000719,Protein kinase domain
WBGene00044388,IPR008271,"Serine/threonine-protein kinase, active site"
WBGene00044388,IPR011009,Protein kinase-like domain superfamily
WBGene00044388,IPR017441,"Protein kinase, ATP binding site"
WBGene00044389,,
WBGene00044390,IPR011598,"Myc-type, basic helix-loop-helix (bHLH) domain"
WBGene00044390,IPR036638,Helix-loop-helix DNA-binding domain superfamily
WBGene00044391,,
WBGene00044392,,
WBGene00044393,,
WBGene00044394,,
WBGene00044395,,
WBGene00044396,,
WBGene00044399,IPR003677,Domain of unknown function DUF148
WBGene00044401,,
WBGene00044402,IPR001810,F-box domain
WBGene00044402,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044402,IPR040161,F-box A protein FB155/FB224
WBGene00044403,IPR001810,F-box domain
WBGene00044403,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044403,IPR036047,F-box-like domain superfamily
WBGene00044403,IPR040161,F-box A protein FB155/FB224
WBGene00044406,,
WBGene00044409,,
WBGene00044410,,
WBGene00044411,,
WBGene00044413,IPR027854,Short transmembrane mitochondrial protein 1
WBGene00044414,,
WBGene00044415,,
WBGene00044416,,
WBGene00044417,,
WBGene00044418,IPR000742,EGF-like domain
WBGene00044418,,
WBGene00044419,,
WBGene00044420,,
WBGene00044421,,
WBGene00044423,IPR018908,Putative transmembrane family 234
WBGene00044424,IPR006583,PAN-3 domain
WBGene00044425,,
WBGene00044427,IPR001841,"Zinc finger, RING-type"
WBGene00044427,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00044428,,
WBGene00044429,,
WBGene00044431,IPR022214,Mitotic-spindle organizing protein 1
WBGene00044432,,
WBGene00044433,IPR000612,Proteolipid membrane potential modulator
WBGene00044434,,
WBGene00044435,IPR040676,Domain of unknown function DUF5641
WBGene00044436,IPR001841,"Zinc finger, RING-type"
WBGene00044436,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00044436,IPR017907,"Zinc finger, RING-type, conserved site"
WBGene00044437,,
WBGene00044438,IPR010876,C1orf43
WBGene00044439,,
WBGene00044440,IPR001680,WD40 repeat
WBGene00044440,IPR011990,Tetratricopeptide-like helical domain superfamily
WBGene00044440,IPR015943,WD40/YVTN repeat-like-containing domain superfamily
WBGene00044440,IPR017986,WD40-repeat-containing domain
WBGene00044440,IPR036322,WD40-repeat-containing domain superfamily
WBGene00044441,,
WBGene00044442,,
WBGene00044443,,
WBGene00044444,,
WBGene00044445,,
WBGene00044446,,
WBGene00044447,,
WBGene00044448,,
WBGene00044449,IPR024415,Fungus-induced protein
WBGene00044450,IPR024415,Fungus-induced protein
WBGene00044451,IPR024415,Fungus-induced protein
WBGene00044452,,
WBGene00044453,IPR035126,Secreted clade V protein
WBGene00044454,,
WBGene00044455,IPR005828,"Major facilitator,  sugar transporter-like"
WBGene00044455,IPR020846,Major facilitator superfamily domain
WBGene00044455,IPR036259,MFS transporter superfamily
WBGene00044457,IPR005071,Transmembrane glycoprotein
WBGene00044458,,
WBGene00044459,IPR001611,Leucine-rich repeat
WBGene00044459,IPR032675,Leucine-rich repeat domain superfamily
WBGene00044460,IPR019425,"7TM GPCR, serpentine receptor class t (Srt)"
WBGene00044461,IPR008166,Glycosyltransferase family 92
WBGene00044462,IPR027913,Protein of unknown function DUF4473
WBGene00044463,,
WBGene00044464,IPR019421,"7TM GPCR, serpentine receptor class d (Srd)"
WBGene00044466,,
WBGene00044467,,
WBGene00044468,IPR001211,Phospholipase A2
WBGene00044468,IPR016090,Phospholipase A2 domain
WBGene00044468,IPR033112,"Phospholipase A2, aspartic acid active site"
WBGene00044468,IPR033113,"Phospholipase A2, histidine active site"
WBGene00044468,IPR036444,Phospholipase A2 domain superfamily
WBGene00044469,IPR001304,C-type lectin-like
WBGene00044469,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044469,IPR016187,C-type lectin fold
WBGene00044470,,
WBGene00044471,,
WBGene00044472,,
WBGene00044473,,
WBGene00044474,,
WBGene00044475,,
WBGene00044476,,
WBGene00044477,IPR022559,Protein SUP-1-like
WBGene00044478,,
WBGene00044479,,
WBGene00044480,IPR019402,Frag1/DRAM/Sfk1
WBGene00044480,IPR039545,Post-GPI attachment to proteins factor 2
WBGene00044481,IPR002524,Cation efflux protein
WBGene00044481,IPR027469,Cation efflux transmembrane domain superfamily
WBGene00044481,IPR027470,"Cation efflux protein, cytoplasmic domain"
WBGene00044481,IPR036837,"Cation efflux protein, cytoplasmic domain superfamily"
WBGene00044482,,
WBGene00044483,,
WBGene00044484,IPR010558,Caenorhabditis elegans ly-6-related
WBGene00044485,,
WBGene00044487,,
WBGene00044488,IPR002921,Fungal lipase-like domain
WBGene00044488,IPR029058,Alpha/Beta hydrolase fold
WBGene00044489,IPR041157,Up-regulated in Daf-2
WBGene00044490,IPR041157,Up-regulated in Daf-2
WBGene00044491,IPR027913,Protein of unknown function DUF4473
WBGene00044492,,
WBGene00044493,,
WBGene00044495,IPR001841,"Zinc finger, RING-type"
WBGene00044499,,
WBGene00044500,,
WBGene00044501,IPR000719,Protein kinase domain
WBGene00044501,IPR008271,"Serine/threonine-protein kinase, active site"
WBGene00044501,IPR011009,Protein kinase-like domain superfamily
WBGene00044502,,
WBGene00044504,IPR001810,F-box domain
WBGene00044504,IPR032675,Leucine-rich repeat domain superfamily
WBGene00044504,IPR042317,F-box protein she-1-like
WBGene00044508,IPR001356,Homeobox domain
WBGene00044509,,
WBGene00044510,,
WBGene00044511,IPR001304,C-type lectin-like
WBGene00044511,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044511,IPR016187,C-type lectin fold
WBGene00044512,,
WBGene00044513,,
WBGene00044514,IPR027843,Domain of unknown function DUF4440
WBGene00044514,IPR032710,NTF2-like domain superfamily
WBGene00044516,,
WBGene00044518,,
WBGene00044519,,
WBGene00044520,,
WBGene00044521,,
WBGene00044524,,
WBGene00044525,IPR002048,EF-hand domain
WBGene00044525,IPR011992,EF-hand domain pair
WBGene00044525,IPR018247,"EF-Hand 1, calcium-binding site"
WBGene00044526,IPR000626,Ubiquitin-like domain
WBGene00044526,IPR029071,Ubiquitin-like domain superfamily
WBGene00044527,,
WBGene00044528,IPR006201,Neurotransmitter-gated ion-channel
WBGene00044528,IPR006202,Neurotransmitter-gated ion-channel ligand-binding domain
WBGene00044528,IPR018000,"Neurotransmitter-gated ion-channel, conserved site"
WBGene00044528,IPR036719,Neurotransmitter-gated ion-channel transmembrane domain superfamily
WBGene00044528,IPR036734,Neurotransmitter-gated ion-channel ligand-binding domain superfamily
WBGene00044529,IPR000494,Receptor L-domain
WBGene00044529,IPR036941,Receptor L-domain superfamily
WBGene00044529,,
WBGene00044530,,
WBGene00044531,,
WBGene00044533,,
WBGene00044534,,
WBGene00044535,IPR002223,Pancreatic trypsin inhibitor Kunitz domain
WBGene00044535,IPR020901,"Proteinase inhibitor I2, Kunitz, conserved site"
WBGene00044535,IPR036880,Pancreatic trypsin inhibitor Kunitz domain superfamily
WBGene00044536,,
WBGene00044537,,
WBGene00044538,IPR005098,Domain of unknown function DUF281
WBGene00044539,,
WBGene00044541,,
WBGene00044542,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily
WBGene00044542,IPR037859,Vacuolar protein sorting-associated protein 37
WBGene00044543,,
WBGene00044544,,
WBGene00044545,IPR013087,Zinc finger C2H2-type
WBGene00044546,IPR017853,Glycoside hydrolase superfamily
WBGene00044547,IPR040270,"Microtubule-associated protein, Trypanosoma"
WBGene00044548,,
WBGene00044549,IPR006583,PAN-3 domain
WBGene00044549,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044549,IPR016187,C-type lectin fold
WBGene00044550,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044550,IPR016187,C-type lectin fold
WBGene00044551,IPR019429,"7TM GPCR, serpentine chemoreceptor class i (Sri)"
WBGene00044552,IPR009057,Homeobox-like domain superfamily
WBGene00044553,,
WBGene00044554,,
WBGene00044556,,
WBGene00044557,,
WBGene00044558,,
WBGene00044559,,
WBGene00044560,IPR011992,EF-hand domain pair
WBGene00044560,IPR018247,"EF-Hand 1, calcium-binding site"
WBGene00044561,,
WBGene00044562,,
WBGene00044563,,
WBGene00044564,IPR002350,Kazal domain
WBGene00044564,IPR036058,Kazal domain superfamily
WBGene00044565,,
WBGene00044566,,
WBGene00044567,IPR001810,F-box domain
WBGene00044567,IPR012885,"F-box associated domain, type 2"
WBGene00044568,IPR000981,Neurohypophysial hormone
WBGene00044569,,
WBGene00044570,IPR001841,"Zinc finger, RING-type"
WBGene00044570,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00044570,IPR017907,"Zinc finger, RING-type, conserved site"
WBGene00044570,IPR027370,"RING-type zinc-finger, LisH dimerisation motif"
WBGene00044571,,
WBGene00044572,,
WBGene00044573,,
WBGene00044574,,
WBGene00044575,,
WBGene00044577,,
WBGene00044578,,
WBGene00044579,,
WBGene00044580,,
WBGene00044581,,
WBGene00044582,IPR029034,Cystine-knot cytokine
WBGene00044583,,
WBGene00044584,,
WBGene00044586,,
WBGene00044587,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00044588,,
WBGene00044589,IPR005018,DOMON domain
WBGene00044602,IPR019429,"7TM GPCR, serpentine chemoreceptor class i (Sri)"
WBGene00044603,IPR000582,"Acyl-CoA-binding protein, ACBP"
WBGene00044603,IPR014352,FERM/acyl-CoA-binding protein superfamily
WBGene00044603,IPR035984,Acyl-CoA binding protein superfamily
WBGene00044604,IPR006722,Trafficking protein particle complex subunit 2
WBGene00044604,IPR011012,Longin-like domain superfamily
WBGene00044605,IPR001534,Transthyretin-like
WBGene00044605,IPR038479,Transthyretin-like superfamily
WBGene00044607,IPR008139,Saposin B type domain
WBGene00044607,IPR011001,Saposin-like
WBGene00044608,IPR002109,Glutaredoxin
WBGene00044608,IPR014025,Glutaredoxin subgroup
WBGene00044608,IPR036249,Thioredoxin-like superfamily
WBGene00044609,IPR012945,Tubulin binding cofactor C-like domain
WBGene00044609,IPR016098,"Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal"
WBGene00044609,IPR017901,C-CAP/cofactor C-like domain
WBGene00044609,IPR027684,Tubulin-specific chaperone C
WBGene00044610,IPR013087,Zinc finger C2H2-type
WBGene00044611,,
WBGene00044612,IPR002223,Pancreatic trypsin inhibitor Kunitz domain
WBGene00044612,IPR036880,Pancreatic trypsin inhibitor Kunitz domain superfamily
WBGene00044614,IPR019367,"PDZ-binding protein, CRIPT"
WBGene00044615,,
WBGene00044616,IPR000242,PTP type protein phosphatase
WBGene00044616,IPR003595,"Protein-tyrosine phosphatase, catalytic"
WBGene00044616,IPR029021,Protein-tyrosine phosphatase-like
WBGene00044617,IPR002656,Acyltransferase 3
WBGene00044618,IPR002659,"Glycosyl transferase, family 31"
WBGene00044620,IPR003378,Fringe-like
WBGene00044623,IPR001296,"Glycosyl transferase, family 1"
WBGene00044623,IPR027054,Mannosyltransferase ALG2
WBGene00044623,IPR028098,"Glycosyltransferase subfamily 4-like, N-terminal domain"
WBGene00044630,IPR002659,"Glycosyl transferase, family 31"
WBGene00044631,IPR002123,Phospholipid/glycerol acyltransferase
WBGene00044631,IPR032098,"Acyltransferase, C-terminal domain"
WBGene00044633,,
WBGene00044634,IPR002048,EF-hand domain
WBGene00044634,IPR011992,EF-hand domain pair
WBGene00044634,IPR018247,"EF-Hand 1, calcium-binding site"
WBGene00044636,,
WBGene00044637,IPR009357,"Solute carrier family 52, riboflavin transporter"
WBGene00044638,,
WBGene00044640,,
WBGene00044641,IPR001507,Zona pellucida domain
WBGene00044643,,
WBGene00044644,,
WBGene00044645,,
WBGene00044646,,
WBGene00044648,IPR005031,"Coenzyme Q-binding protein COQ10, START domain"
WBGene00044648,IPR023393,START-like domain superfamily
WBGene00044649,,
WBGene00044650,IPR002657,Bile acid:sodium symporter/arsenical resistance protein  Acr3
WBGene00044650,IPR004710,Bile acid:sodium symporter
WBGene00044650,IPR038770,Sodium/solute  symporter  superfamily
WBGene00044651,IPR013087,Zinc finger C2H2-type
WBGene00044651,IPR036236,Zinc finger C2H2 superfamily
WBGene00044651,,
WBGene00044654,IPR001810,F-box domain
WBGene00044654,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044654,IPR040161,F-box A protein FB155/FB224
WBGene00044655,IPR001810,F-box domain
WBGene00044655,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044655,IPR040161,F-box A protein FB155/FB224
WBGene00044655,IPR041426,"Mos1 transposase, HTH domain"
WBGene00044658,,
WBGene00044659,IPR001810,F-box domain
WBGene00044659,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044659,IPR036047,F-box-like domain superfamily
WBGene00044659,IPR040161,F-box A protein FB155/FB224
WBGene00044659,IPR041426,"Mos1 transposase, HTH domain"
WBGene00044661,IPR001810,F-box domain
WBGene00044661,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044661,IPR040161,F-box A protein FB155/FB224
WBGene00044661,IPR041426,"Mos1 transposase, HTH domain"
WBGene00044662,IPR002602,Domain of unknown function DB
WBGene00044663,IPR001534,Transthyretin-like
WBGene00044664,IPR003326,TRA-1 regulated
WBGene00044665,,
WBGene00044666,,
WBGene00044667,,
WBGene00044668,IPR006583,PAN-3 domain
WBGene00044672,IPR001810,F-box domain
WBGene00044672,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044672,IPR036047,F-box-like domain superfamily
WBGene00044672,IPR040161,F-box A protein FB155/FB224
WBGene00044673,,
WBGene00044674,IPR004087,K Homology domain
WBGene00044674,IPR004088,"K Homology domain, type 1"
WBGene00044674,IPR036612,"K Homology domain, type 1 superfamily"
WBGene00044675,IPR001810,F-box domain
WBGene00044675,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044675,IPR040161,F-box A protein FB155/FB224
WBGene00044676,IPR001810,F-box domain
WBGene00044676,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044676,IPR040161,F-box A protein FB155/FB224
WBGene00044677,,
WBGene00044678,,
WBGene00044679,,
WBGene00044680,,
WBGene00044681,IPR009545,"Tight junction protein, claudin-like"
WBGene00044683,,
WBGene00044684,,
WBGene00044686,,
WBGene00044687,,
WBGene00044689,IPR001606,ARID DNA-binding domain
WBGene00044689,IPR036431,ARID DNA-binding domain superfamily
WBGene00044689,,
WBGene00044690,IPR038948,"Protein POLR1D, isoform 2-like"
WBGene00044692,IPR001810,F-box domain
WBGene00044692,IPR012885,"F-box associated domain, type 2"
WBGene00044693,IPR001810,F-box domain
WBGene00044693,IPR012885,"F-box associated domain, type 2"
WBGene00044694,IPR001810,F-box domain
WBGene00044694,IPR012885,"F-box associated domain, type 2"
WBGene00044696,,
WBGene00044697,IPR002640,Arylesterase
WBGene00044697,IPR011042,"Six-bladed beta-propeller, TolB-like"
WBGene00044698,,
WBGene00044699,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00044699,IPR001628,"Zinc finger, nuclear hormone receptor-type"
WBGene00044699,IPR013088,"Zinc finger, NHR/GATA-type"
WBGene00044699,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00044701,,
WBGene00044705,IPR002130,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
WBGene00044705,IPR024936,Cyclophilin-type peptidyl-prolyl cis-trans isomerase
WBGene00044705,IPR029000,Cyclophilin-like domain superfamily
WBGene00044707,,
WBGene00044708,,
WBGene00044709,,
WBGene00044711,,
WBGene00044719,IPR001304,C-type lectin-like
WBGene00044719,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044719,IPR016187,C-type lectin fold
WBGene00044720,IPR026113,Methyltransferase-like
WBGene00044720,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase
WBGene00044723,IPR005071,Transmembrane glycoprotein
WBGene00044724,,
WBGene00044725,,
WBGene00044726,IPR001503,Glycosyl transferase family 10
WBGene00044726,IPR009497,"Regulator protein, PHA-1"
WBGene00044732,,
WBGene00044733,IPR001810,F-box domain
WBGene00044733,IPR012885,"F-box associated domain, type 2"
WBGene00044734,IPR008183,Aldose 1-/Glucose-6-phosphate 1-epimerase
WBGene00044734,IPR011013,Galactose mutarotase-like domain superfamily
WBGene00044734,IPR014718,Glycoside hydrolase-type carbohydrate-binding
WBGene00044734,IPR015443,Aldose 1-epimerase
WBGene00044735,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044736,IPR009112,"GTP cyclohydrolase I, feedback regulatory protein"
WBGene00044736,IPR036717,GFRP superfamily
WBGene00044737,IPR001534,Transthyretin-like
WBGene00044737,IPR038479,Transthyretin-like superfamily
WBGene00044738,IPR002666,Reduced folate carrier
WBGene00044738,IPR036259,MFS transporter superfamily
WBGene00044741,,
WBGene00044742,,
WBGene00044743,,
WBGene00044744,,
WBGene00044745,,
WBGene00044746,,
WBGene00044753,,
WBGene00044754,,
WBGene00044755,,
WBGene00044756,IPR022559,Protein SUP-1-like
