Gene stable ID,Interpro ID,Interpro Description,SpectralCounts
WBGene00018692,IPR016187,C-type lectin fold,2
WBGene00018700,IPR006571,TLDc domain,2
WBGene00018700,IPR018392,LysM domain,2
WBGene00018700,IPR036779,LysM domain superfamily,2
WBGene00018701,IPR011762,"Acetyl-coenzyme A carboxyltransferase, N-terminal",25
WBGene00018701,IPR011763,"Acetyl-coenzyme A carboxyltransferase, C-terminal",25
WBGene00018701,IPR029045,ClpP/crotonase-like domain superfamily,25
WBGene00018701,IPR034733,Acetyl-CoA carboxylase,25
WBGene00018702,IPR011043,"Galactose oxidase/kelch, beta-propeller",5
WBGene00018703,IPR019160,"Exocyst complex component Sec3, C-terminal",5
WBGene00018703,IPR028258,"Exocyst complex component Sec3, PIP2-binding N-terminal domain",5
WBGene00018707,IPR002656,Acyltransferase 3,10
WBGene00018707,IPR006621,"Nose resistant-to-fluoxetine protein, N-terminal",10
WBGene00018718,IPR006094,"FAD linked oxidase, N-terminal",1
WBGene00018718,IPR016166,"FAD-binding domain, PCMH-type",1
WBGene00018718,IPR036318,"FAD-binding, type PCMH-like superfamily",1
WBGene00018718,IPR040165,Delta(24)-sterol reductase,1
WBGene00018743,IPR004031,PMP-22/EMP/MP20/Claudin superfamily,7
WBGene00018756,IPR000326,Phosphatidic acid phosphatase type 2/haloperoxidase,4
WBGene00018756,IPR036938,Phosphatidic acid phosphatase type 2/haloperoxidase superfamily,4
WBGene00018756,IPR043216,Phospholipid phosphatase,4
WBGene00018773,,,6
WBGene00018782,IPR002194,"Chaperonin TCP-1, conserved site",121
WBGene00018782,IPR002423,Chaperonin Cpn60/TCP-1 family,121
WBGene00018782,IPR012719,"T-complex protein 1, gamma subunit",121
WBGene00018782,IPR017998,Chaperone tailless complex polypeptide 1 (TCP-1),121
WBGene00018782,IPR027409,GroEL-like apical domain superfamily,121
WBGene00018782,IPR027410,TCP-1-like chaperonin intermediate domain superfamily,121
WBGene00018782,IPR027413,GroEL-like equatorial domain superfamily,121
WBGene00018784,IPR007512,MICOS complex subunit Mic10,3
WBGene00018811,IPR013216,Methyltransferase type 11,179
WBGene00018811,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase,179
WBGene00018811,IPR040516,"Phosphoethanolamine N-methyltransferase 2, N-terminal",179
WBGene00018823,IPR005071,Transmembrane glycoprotein,844
WBGene00018849,IPR000994,Peptidase M24,5
WBGene00018849,IPR011993,PH-like domain superfamily,5
WBGene00018849,IPR013719,Domain of unknown function DUF1747,5
WBGene00018849,IPR013953,FACT complex subunit Spt16 domain,5
WBGene00018849,IPR029148,"FACT complex subunit Spt16, N-terminal lobe domain",5
WBGene00018849,IPR029149,"Creatinase/Aminopeptidase P/Spt16, N-terminal",5
WBGene00018849,IPR033825,"FACT complex subunit Spt16, peptidase M24-like domain",5
WBGene00018849,IPR036005,Creatinase/aminopeptidase-like,5
WBGene00018849,IPR040258,FACT complex subunit Spt16,5
WBGene00018853,IPR001388,Synaptobrevin,10
WBGene00018853,IPR010908,Longin domain,10
WBGene00018853,IPR011012,Longin-like domain superfamily,10
WBGene00018853,IPR042855,"v-SNARE, coiled-coil homology domain",10
WBGene00018877,IPR000602,"Glycoside hydrolase family 38, N-terminal domain",21
WBGene00018877,IPR011013,Galactose mutarotase-like domain superfamily,21
WBGene00018877,IPR011330,"Glycoside hydrolase/deacetylase, beta/alpha-barrel",21
WBGene00018877,IPR011682,"Glycosyl hydrolase family 38, C-terminal",21
WBGene00018877,IPR013780,"Glycosyl hydrolase, all-beta",21
WBGene00018877,IPR015341,"Glycoside hydrolase family 38, central domain",21
WBGene00018877,IPR027291,"Glycoside hydrolase 38, N-terminal domain superfamily",21
WBGene00018877,IPR028995,"Glycoside hydrolase families 57/38, central domain superfamily",21
WBGene00018877,IPR037094,"Glycoside hydrolase family 38, central domain superfamily",21
WBGene00018885,IPR002347,Short-chain dehydrogenase/reductase SDR,1
WBGene00018885,IPR020904,"Short-chain dehydrogenase/reductase, conserved site",1
WBGene00018885,IPR036291,NAD(P)-binding domain superfamily,1
WBGene00018893,IPR001680,WD40 repeat,1
WBGene00018893,IPR012972,NLE,1
WBGene00018893,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,1
WBGene00018893,IPR017986,WD40-repeat-containing domain,1
WBGene00018893,IPR019775,"WD40 repeat, conserved site",1
WBGene00018893,IPR028599,WD repeat WDR12/Ytm1,1
WBGene00018893,IPR036322,WD40-repeat-containing domain superfamily,1
WBGene00018895,IPR000242,PTP type protein phosphatase,1
WBGene00018895,IPR000387,Tyrosine specific protein phosphatases domain,1
WBGene00018895,IPR003595,"Protein-tyrosine phosphatase, catalytic",1
WBGene00018895,IPR016130,"Protein-tyrosine phosphatase, active site",1
WBGene00018895,IPR029021,Protein-tyrosine phosphatase-like,1
WBGene00018897,IPR003689,Zinc/iron permease,1
WBGene00018900,,,19
WBGene00018904,IPR000304,Pyrroline-5-carboxylate reductase,6
WBGene00018904,IPR008927,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily",6
WBGene00018904,IPR028939,"Pyrroline-5-carboxylate reductase, catalytic, N-terminal",6
WBGene00018904,IPR029036,"Pyrroline-5-carboxylate reductase, dimerisation domain",6
WBGene00018904,IPR036291,NAD(P)-binding domain superfamily,6
WBGene00018906,IPR000152,EGF-type aspartate/asparagine hydroxylation site,12
WBGene00018906,IPR000742,EGF-like domain,12
WBGene00018906,IPR001873,Epithelial sodium channel,12
WBGene00018906,IPR001881,EGF-like calcium-binding domain,12
WBGene00018934,IPR013261,Mitochondrial import inner membrane translocase subunit Tim21,1
WBGene00018934,IPR038552,Tim21 IMS domain superfamily,1
WBGene00018951,,,14
WBGene00018952,,,5
WBGene00018963,IPR001431,"Peptidase M16, zinc-binding site",44
WBGene00018963,IPR007863,"Peptidase M16, C-terminal",44
WBGene00018963,IPR011249,"Metalloenzyme, LuxS/M16 peptidase-like",44
WBGene00018963,IPR011765,"Peptidase M16, N-terminal",44
WBGene00018968,IPR032710,NTF2-like domain superfamily,6
WBGene00018971,IPR001304,C-type lectin-like,22
WBGene00018971,IPR016186,C-type lectin-like/link domain superfamily,22
WBGene00018971,IPR016187,C-type lectin fold,22
WBGene00018984,IPR008758,Peptidase S28,326
WBGene00018984,IPR029058,Alpha/Beta hydrolase fold,326
WBGene00018984,IPR042269,"Serine carboxypeptidase S28, SKS domain",326
WBGene00018991,IPR003593,AAA+ ATPase domain,2
WBGene00018991,IPR003959,"ATPase, AAA-type, core",2
WBGene00018991,IPR003960,"ATPase, AAA-type, conserved site",2
WBGene00018991,IPR005937,26S proteasome regulatory subunit P45-like,2
WBGene00018991,IPR027417,P-loop containing nucleoside triphosphate hydrolase,2
WBGene00018991,IPR032501,Proteasomal ATPase OB C-terminal domain,2
WBGene00018991,IPR041569,"AAA ATPase, AAA+ lid domain",2
WBGene00019001,IPR005995,"Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent",85
WBGene00019001,IPR006124,Metalloenzyme,85
WBGene00019001,IPR011258,"BPG-independent PGAM, N-terminal",85
WBGene00019001,IPR017850,"Alkaline-phosphatase-like, core domain superfamily",85
WBGene00019001,IPR036646,"BPG-independent phosphoglycerate mutase, domain B superfamily",85
WBGene00019003,IPR009038,GOLD domain,18
WBGene00019003,IPR015718,Transmembrane emp24 domain-containing protein 7,18
WBGene00019003,IPR015720,TMP21-related,18
WBGene00019003,IPR036598,GOLD domain superfamily,18
WBGene00019007,IPR015089,Cytochrome b-c1 complex subunit 10,2
WBGene00019007,IPR029027,Single alpha-helix domain superfamily,2
WBGene00019008,IPR004625,Pyridoxine kinase,2
WBGene00019008,IPR011611,Carbohydrate kinase PfkB,2
WBGene00019008,IPR029056,Ribokinase-like,2
WBGene00019017,IPR002603,ET repeat,3
WBGene00019024,IPR008574,"Protein of unknown function DUF856, Caenorhabditis species",1
WBGene00019057,,,1
WBGene00019057,IPR004987,Protein of unknown function DUF272,1
WBGene00019061,IPR001469,"ATP synthase, F1 complex, delta/epsilon subunit",5
WBGene00019061,IPR020546,"ATP synthase, F1 complex, delta/epsilon subunit, N-terminal",5
WBGene00019061,IPR036771,"F0F1 ATP synthase delta/epsilon subunit, N-terminal",5
WBGene00019068,IPR020556,"Amidase, conserved site",23
WBGene00019068,IPR023631,Amidase signature domain,23
WBGene00019068,IPR036928,Amidase signature (AS) superfamily,23
WBGene00019074,IPR000834,"Peptidase M14, carboxypeptidase A",1
WBGene00019074,IPR008969,"Carboxypeptidase-like, regulatory domain superfamily",1
WBGene00019074,IPR015567,"Peptidase M14B, caboxypeptidase D",1
WBGene00019096,IPR001216,"Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site",1
WBGene00019096,IPR001926,Pyridoxal-phosphate dependent enzyme,1
WBGene00019096,IPR005856,Cysteine synthase,1
WBGene00019096,IPR005859,Cysteine synthase CysK,1
WBGene00019096,IPR036052,Tryptophan synthase beta subunit-like PLP-dependent enzyme,1
WBGene00019097,,,17
WBGene00019102,IPR043519,Nucleotidyltransferase superfamily,1
WBGene00019146,,,102
WBGene00019163,IPR001012,UBX domain,2
WBGene00019163,IPR018997,PUB domain,2
WBGene00019163,IPR029071,Ubiquitin-like domain superfamily,2
WBGene00019163,IPR036339,PUB-like domain superfamily,2
WBGene00019163,IPR042774,"UBXN6, PUB domain",2
WBGene00019166,IPR001757,P-type ATPase,12
WBGene00019166,IPR006539,"P-type ATPase, subfamily IV",12
WBGene00019166,IPR008250,"P-type ATPase, A domain superfamily",12
WBGene00019166,IPR018303,"P-type ATPase, phosphorylation site",12
WBGene00019166,IPR023298,"P-type ATPase, transmembrane domain superfamily",12
WBGene00019166,IPR023299,"P-type ATPase, cytoplasmic domain N",12
WBGene00019166,IPR030348,Probable phospholipid-transporting ATPase IM,12
WBGene00019166,IPR032630,"P-type ATPase, C-terminal",12
WBGene00019166,IPR032631,"P-type ATPase, N-terminal",12
WBGene00019166,IPR036412,HAD-like superfamily,12
WBGene00019199,,,3
WBGene00019203,IPR001534,Transthyretin-like,1
WBGene00019203,IPR031305,"Casein alpha/beta, conserved site",1
WBGene00019203,IPR038479,Transthyretin-like superfamily,1
WBGene00019207,IPR003663,Sugar/inositol transporter,18
WBGene00019207,IPR005828,"Major facilitator,  sugar transporter-like",18
WBGene00019207,IPR005829,"Sugar transporter, conserved site",18
WBGene00019207,IPR020846,Major facilitator superfamily domain,18
WBGene00019207,IPR036259,MFS transporter superfamily,18
WBGene00019209,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,39
WBGene00019209,IPR011678,"ER membrane protein complex subunit 1, C-terminal",39
WBGene00019209,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,39
WBGene00019209,IPR026895,ER membrane protein complex subunit 1,39
WBGene00019213,IPR003366,CUB-like domain,181
WBGene00019221,IPR008496,TMEM222/RTE1,1
WBGene00019225,IPR001944,"Glycoside hydrolase, family 35",2
WBGene00019225,IPR008979,Galactose-binding-like domain superfamily,2
WBGene00019225,IPR017853,Glycoside hydrolase superfamily,2
WBGene00019225,IPR026283,Beta-galactosidase 1-like,2
WBGene00019225,IPR031330,"Glycoside hydrolase 35, catalytic domain",2
WBGene00019232,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase,2
WBGene00019236,IPR036444,Phospholipase A2 domain superfamily,6
WBGene00019240,IPR002328,"Alcohol dehydrogenase, zinc-type, conserved site",19
WBGene00019240,IPR011032,GroES-like superfamily,19
WBGene00019240,IPR013149,"Alcohol dehydrogenase, C-terminal",19
WBGene00019240,IPR013154,"Alcohol dehydrogenase, N-terminal",19
WBGene00019240,IPR014183,Alcohol dehydrogenase class III,19
WBGene00019240,IPR036291,NAD(P)-binding domain superfamily,19
WBGene00019241,IPR000504,RNA recognition motif domain,1
WBGene00019241,IPR010280,(Uracil-5)-methyltransferase family,1
WBGene00019241,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily,1
WBGene00019241,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase,1
WBGene00019241,IPR030391,"RNA methyltransferase TrmA, conserved site",1
WBGene00019241,IPR034262,"TRMT2A, RNA recognition motif",1
WBGene00019241,IPR035979,RNA-binding domain superfamily,1
WBGene00019241,,,1
WBGene00019246,IPR000783,"RNA polymerase, subunit H/Rpb5 C-terminal",5
WBGene00019246,IPR005571,"RNA polymerase, Rpb5, N-terminal",5
WBGene00019246,IPR014381,"DNA-directed RNA polymerase RPB5 subunit, eukaryote/virus",5
WBGene00019246,IPR020608,"RNA polymerase, subunit H/Rpb5, conserved site",5
WBGene00019246,IPR020609,Archaeal RpoH /eukaryotic RPB5 RNA polymerase subunit,5
WBGene00019246,IPR035913,RPB5-like RNA polymerase subunit superfamily,5
WBGene00019246,IPR036710,"RNA polymerase Rpb5, N-terminal domain superfamily",5
WBGene00019246,IPR039531,DNA-directed RNA polymerase subunit Rpb5-like,5
WBGene00019259,IPR001394,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase",12
WBGene00019259,IPR006615,"Peptidase C19, ubiquitin-specific peptidase, DUSP domain",12
WBGene00019259,IPR018200,"Ubiquitin specific protease, conserved site",12
WBGene00019259,IPR028889,Ubiquitin specific protease domain,12
WBGene00019259,IPR035927,DUSP-like superfamily,12
WBGene00019259,IPR038765,Papain-like cysteine peptidase superfamily,12
WBGene00019260,,,3
WBGene00019261,,,59
WBGene00019270,IPR003406,"Glycosyl transferase, family 14",3
WBGene00019273,,,81
WBGene00019276,IPR001173,Glycosyltransferase 2-like,2
WBGene00019276,IPR029044,Nucleotide-diphospho-sugar transferases,2
WBGene00019276,IPR035518,Dolichyl-phosphate beta-glucosyltransferase,2
WBGene00019289,IPR004841,Amino acid permease/ SLC12A domain,8
WBGene00019289,IPR018491,"SLC12A transporter, C-terminal",8
WBGene00019298,IPR000845,Nucleoside phosphorylase domain,18
WBGene00019298,IPR011268,Purine nucleoside phosphorylase,18
WBGene00019298,IPR011270,"Purine nucleoside phosphorylase I, inosine/guanosine-specific",18
WBGene00019298,IPR035994,Nucleoside phosphorylase superfamily,18
WBGene00019305,IPR000727,Target SNARE coiled-coil homology domain,12
WBGene00019306,IPR002601,C6 domain,1
WBGene00019322,IPR000043,Adenosylhomocysteinase-like,419
WBGene00019322,IPR015878,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain",419
WBGene00019322,IPR020082,"S-adenosyl-L-homocysteine hydrolase, conserved site",419
WBGene00019322,IPR036291,NAD(P)-binding domain superfamily,419
WBGene00019322,IPR042172,Adenosylhomocysteinase-like superfamily,419
WBGene00019323,IPR004871,"Cleavage/polyadenylation specificity factor, A subunit, C-terminal",9
WBGene00019323,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,9
WBGene00019323,IPR036322,WD40-repeat-containing domain superfamily,9
WBGene00019326,IPR002048,EF-hand domain,3
WBGene00019326,IPR002067,Mitochondrial carrier protein,3
WBGene00019326,IPR011992,EF-hand domain pair,3
WBGene00019326,IPR018108,Mitochondrial substrate/solute carrier,3
WBGene00019326,IPR018247,"EF-Hand 1, calcium-binding site",3
WBGene00019326,IPR023395,Mitochondrial carrier domain superfamily,3
WBGene00019332,,,8
WBGene00019337,IPR002110,Ankyrin repeat,5
WBGene00019337,IPR003125,Domain of unknown function WSN,5
WBGene00019337,IPR020683,Ankyrin repeat-containing domain,5
WBGene00019337,IPR036420,BRCT domain superfamily,5
WBGene00019337,IPR036770,Ankyrin repeat-containing domain superfamily,5
WBGene00019351,IPR000483,"Cysteine-rich flanking region, C-terminal",133
WBGene00019351,IPR001611,Leucine-rich repeat,133
WBGene00019351,IPR003591,"Leucine-rich repeat, typical subtype",133
WBGene00019351,IPR032675,Leucine-rich repeat domain superfamily,133
WBGene00019368,IPR002921,Fungal lipase-like domain,1
WBGene00019368,IPR029058,Alpha/Beta hydrolase fold,1
WBGene00019368,,,1
WBGene00019373,IPR004951,"Protein of unknown function DUF268, Caenorhabditis species",8
WBGene00019380,IPR007015,DNA polymerase V/Myb-binding protein 1A,1
WBGene00019380,IPR016024,Armadillo-type fold,1
WBGene00019401,IPR015828,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",1
WBGene00019401,IPR027417,P-loop containing nucleoside triphosphate hydrolase,1
WBGene00019401,IPR031314,Deoxynucleoside kinase domain,1
WBGene00019430,IPR008574,"Protein of unknown function DUF856, Caenorhabditis species",24
WBGene00019433,IPR006089,"Acyl-CoA dehydrogenase, conserved site",10
WBGene00019433,IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",10
WBGene00019433,IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,10
WBGene00019433,IPR009100,"Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily",10
WBGene00019433,IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",10
WBGene00019433,IPR036250,"Acyl-CoA dehydrogenase-like, C-terminal",10
WBGene00019433,IPR037069,"Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily",10
WBGene00019435,,,132
WBGene00019459,IPR000719,Protein kinase domain,1
WBGene00019459,IPR011009,Protein kinase-like domain superfamily,1
WBGene00019465,IPR002123,Phospholipid/glycerol acyltransferase,2
WBGene00019465,IPR032098,"Acyltransferase, C-terminal domain",2
WBGene00019473,IPR001128,Cytochrome P450,10
WBGene00019473,IPR002401,"Cytochrome P450, E-class, group I",10
WBGene00019473,IPR017972,"Cytochrome P450, conserved site",10
WBGene00019473,IPR036396,Cytochrome P450 superfamily,10
WBGene00019478,IPR001134,Netrin domain,11
WBGene00019478,IPR001820,Protease inhibitor I35 (TIMP),11
WBGene00019478,IPR008993,"Tissue inhibitor of metalloproteinases-like, OB-fold",11
WBGene00019479,IPR004843,"Calcineurin-like phosphoesterase domain, ApaH type",4
WBGene00019479,IPR024201,Calcineurin-like phosphoesterase,4
WBGene00019479,IPR029052,Metallo-dependent phosphatase-like,4
WBGene00019492,IPR000559,"Formate-tetrahydrofolate ligase, FTHFS",113
WBGene00019492,IPR020628,"Formate-tetrahydrofolate ligase, FTHFS, conserved site",113
WBGene00019492,IPR027417,P-loop containing nucleoside triphosphate hydrolase,113
WBGene00019495,IPR004365,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",1
WBGene00019495,IPR012340,"Nucleic acid-binding, OB-fold",1
WBGene00019504,IPR006667,"SLC41 divalent cation transporters, integral membrane domain",2
WBGene00019504,IPR036739,"SLC41 divalent cation transporters, integral membrane domain superfamily",2
WBGene00019510,IPR000504,RNA recognition motif domain,9
